"GeoFips","GeoName","LineCode","Description","2016"
"49999","Utah (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",81.5
"49999","Utah (Nonmetropolitan Portion)","4","  RPPs: Services: Other",93.5
"50998","Vermont (Metropolitan Portion)","1","RPPs: All items",104.9
"50998","Vermont (Metropolitan Portion)","2","  RPPs: Goods",98.1
"50998","Vermont (Metropolitan Portion)","3","  RPPs: Services: Rents",127.0
"50998","Vermont (Metropolitan Portion)","4","  RPPs: Services: Other",100.4
"50999","Vermont (Nonmetropolitan Portion)","1","RPPs: All items",99.1
"50999","Vermont (Nonmetropolitan Portion)","2","  RPPs: Goods",98.2
"50999","Vermont (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",99.5
"50999","Vermont (Nonmetropolitan Portion)","4","  RPPs: Services: Other",100.3
"51998","Virginia (Metropolitan Portion)","1","RPPs: All items",105.1
"51998","Virginia (Metropolitan Portion)","2","  RPPs: Goods",101.1
"51998","Virginia (Metropolitan Portion)","3","  RPPs: Services: Rents",117.4
"51998","Virginia (Metropolitan Portion)","4","  RPPs: Services: Other",102.0
"51999","Virginia (Nonmetropolitan Portion)","1","RPPs: All items",87.8
"51999","Virginia (Nonmetropolitan Portion)","2","  RPPs: Goods",91.6
"51999","Virginia (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",62.7
"51999","Virginia (Nonmetropolitan Portion)","4","  RPPs: Services: Other",93.6
"53998","Washington (Metropolitan Portion)","1","RPPs: All items",106.6
"53998","Washington (Metropolitan Portion)","2","  RPPs: Goods",103.8
"53998","Washington (Metropolitan Portion)","3","  RPPs: Services: Rents",120.3
"53998","Washington (Metropolitan Portion)","4","  RPPs: Services: Other",102.5
"53999","Washington (Nonmetropolitan Portion)","1","RPPs: All items",95.4
"53999","Washington (Nonmetropolitan Portion)","2","  RPPs: Goods",100.4
"53999","Washington (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",86.0
"53999","Washington (Nonmetropolitan Portion)","4","  RPPs: Services: Other",95.0
"54998","West Virginia (Metropolitan Portion)","1","RPPs: All items",88.9
"54998","West Virginia (Metropolitan Portion)","2","  RPPs: Goods",97.8
"54998","West Virginia (Metropolitan Portion)","3","  RPPs: Services: Rents",66.9
"54998","West Virginia (Metropolitan Portion)","4","  RPPs: Services: Other",96.3
"54999","West Virginia (Nonmetropolitan Portion)","1","RPPs: All items",84.8
"54999","West Virginia (Nonmetropolitan Portion)","2","  RPPs: Goods",91.1
"54999","West Virginia (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",52.0
"54999","West Virginia (Nonmetropolitan Portion)","4","  RPPs: Services: Other",93.2
"55998","Wisconsin (Metropolitan Portion)","1","RPPs: All items",94.2
"55998","Wisconsin (Metropolitan Portion)","2","  RPPs: Goods",96.8
"55998","Wisconsin (Metropolitan Portion)","3","  RPPs: Services: Rents",88.4
"55998","Wisconsin (Metropolitan Portion)","4","  RPPs: Services: Other",94.5
"55999","Wisconsin (Nonmetropolitan Portion)","1","RPPs: All items",87.9
"55999","Wisconsin (Nonmetropolitan Portion)","2","  RPPs: Goods",93.0
"55999","Wisconsin (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",71.9
"55999","Wisconsin (Nonmetropolitan Portion)","4","  RPPs: Services: Other",90.4
"56998","Wyoming (Metropolitan Portion)","1","RPPs: All items",97.3
"56998","Wyoming (Metropolitan Portion)","2","  RPPs: Goods",95.5
"56998","Wyoming (Metropolitan Portion)","3","  RPPs: Services: Rents",94.3
"56998","Wyoming (Metropolitan Portion)","4","  RPPs: Services: Other",101.8
"56999","Wyoming (Nonmetropolitan Portion)","1","RPPs: All items",95.8
"56999","Wyoming (Nonmetropolitan Portion)","2","  RPPs: Goods",99.5
"56999","Wyoming (Nonmetropolitan Portion)","3","  RPPs: Services: Rents",90.7
"56999","Wyoming (Nonmetropolitan Portion)","4","  RPPs: Services: Other",93.5
